id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
929_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_928	C25H35N3O2	[M + H]+	C25H35N3O2	Alkaloids	0.9891481995582581	Tryptophan alkaloids	0.389616996049881	Quinolizidine alkaloids	0.3746519386768341	Amino acids and derivatives	0.9138533473014832	Amino acids and derivatives	0.9138533473014832	Amino acids, peptides, and analogues	0.9118847250938416	Carboxylic acids and derivatives	0.8940137624740601	Organic acids and derivatives	0.9637701511383057	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Morpholines; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	928
931_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_930	C17H24O10	[M + Na]+	C17H24O10	Terpenoids	0.8211660385131836	Monoterpenoids	0.9245525598526001	Iridoids monoterpenoids	0.6695643663406372	O-glycosyl compounds	0.5529798865318298	Glycosyl compounds	0.28086283802986145	Carbohydrates and carbohydrate conjugates	0.9152352809906006	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Methyl esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	930
932_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_931	C19H32O8	[M + Na]+	C19H32O8	Terpenoids	0.3696993887424469	Monoterpenoids	0.04593938961625099	Acyclic monoterpenoids	0.04909670352935791	Cyclohexanols	0.6431754231452942	Secondary alcohols	0.9904733300209045	Alcohols and polyols	0.9997016787528992	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Polyols; Cyclohexanols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	931
934_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_933	C28H44O3	[M - H2O + H]+	C28H42O2	Terpenoids	0.9985613226890564	Steroids	0.9874730110168457	Spirostane steroids	0.6443704962730408	Triterpenoids	0.9479186534881592			Triterpenoids	0.9479186534881592	Prenol lipids	0.9191328287124634	Lipids and lipid-like molecules	0.999316930770874	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Oxosteroids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Acetals; Secondary alcohols; Spirostanes and derivatives; Carbonyl compounds; Tetrahydrofurans; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities	933
935_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_934	C28H44O3	[M - H2O + H]+	C28H42O2	Terpenoids	0.9999088048934937	Steroids	0.9995723366737366	Spirostane steroids	0.998961329460144	Triterpenoids	0.9998534917831421			Triterpenoids	0.9998534917831421	Prenol lipids	0.9970933198928833	Lipids and lipid-like molecules	0.9998534917831421	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Vitamin D and derivatives; Triterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Spirostanes and derivatives; Oxanes; Tetrahydrofurans; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities	934
936_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_935	C28H44O3	[M - H2O + H]+	C28H42O2	Terpenoids	0.9999834299087524	Steroids	0.9999483823776245	Vitamin D2 and derivatives	0.8622952103614807	Triterpenoids	0.9962030053138733			Triterpenoids	0.9962030053138733	Prenol lipids	0.9879882335662842	Lipids and lipid-like molecules	0.9999964237213135	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Vitamin D and derivatives; Triterpenoids; Secondary alcohols; Tertiary alcohols; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities	935
941_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_940	C25H49NO3	[M + H]+	C25H49NO3	Fatty acids	0.9984820485115051	Fatty amides	0.9714036583900452	N-acyl ethanolamines (endocannabinoids)	0.8300318121910095	N-acyl amines	0.991536021232605	N-acyl amines	0.991536021232605	Fatty amides	0.9958956241607666	Fatty Acyls	0.9948563575744629	Lipids and lipid-like molecules	0.9954009652137756	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acylethanolamines; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	940
943_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_942	C22H25FN4O3	[M + H]+	C22H25FN4O3	Alkaloids	0.9813255071640015	Tyrosine alkaloids	0.3026450276374817	Isoquinoline alkaloids	0.31882211565971375	Phenol ethers	0.5214163064956665					Phenol ethers	0.5214163064956665	Benzenoids	0.9978927969932556	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Oxadiazoles; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	942
944_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_943	C22H25FN4O3	[M + H]+	C22H25FN4O3	Alkaloids	0.8832005858421326	Nicotinic acid alkaloids	0.4432898461818695	Pyridine alkaloids	0.4442296624183655	Phenol ethers	0.9568102359771729					Phenol ethers	0.9568102359771729	Benzenoids	0.9998602867126465	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyrazoles; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	943
946_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_945	C25H42O3	[M + Na]+	C25H42O3	Terpenoids	0.9524721503257751	Steroids	0.9095214009284973	Cholestane steroids	0.3453855514526367	Steroids and steroid derivatives	0.6811486482620239					Steroids and steroid derivatives	0.6811486482620239	Lipids and lipid-like molecules	0.9934298396110535	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	945
947_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_946	C27H42NO2	[M + H]+	C27H42NO2	Terpenoids	0.473847895860672	Steroids	0.4763711392879486	Pregnane steroids	0.46151426434516907	Pregnane steroids	0.5662332773208618			Pregnane steroids	0.5662332773208618	Steroids and steroid derivatives	0.6430022716522217	Lipids and lipid-like molecules	0.9514861106872559	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Steroids and steroid derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Steroidal alkaloids; Pregnane steroids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	946
949_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_948	C22H33NO5	[M + Na]+	C22H33NO5	Alkaloids	0.9091291427612305	Pseudoalkaloids	0.4931655526161194	Stemona alkaloids	0.08757530897855759	Alkaloids and derivatives	0.6890188455581665							Alkaloids and derivatives	0.6890188455581665	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Gamma butyrolactones; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	948
950_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_949	C21H32O7	[M + H3N + H]+	C21H35NO7	Polyketides	0.8131312131881714	Macrolides	0.36703553795814514	Macrotetrolides	0.19292327761650085	Macrolides and analogues	0.5807675123214722					Macrolides and analogues	0.5807675123214722	Phenylpropanoids and polyketides	0.4912157952785492	Organic compounds; Organoheterocyclic compounds; Lactones; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	949
951_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_950	C22H32O6	[M + Na]+	C22H32O6	Terpenoids	0.7490410804748535	Diterpenoids	0.41913801431655884	Drimane sesquiterpenoids	0.47978726029396057	Benzenoids	0.6594730615615845							Benzenoids	0.6594730615615845	Organic compounds; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	950
952_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_951	C24H32O7	[M - H2O + H]+	C24H30O6	Terpenoids	0.6482027173042297	Lignans	0.5496713519096375	Neolignans	0.10688405483961105	Phenol ethers	0.6105840802192688					Phenol ethers	0.6105840802192688	Benzenoids	0.9792751669883728	Organic compounds; Organoheterocyclic compounds; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	951
953_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_952	C22H32O6	[M + Na]+	C22H32O6	Terpenoids	0.8798776268959045	Diterpenoids	0.42547547817230225	Drimane sesquiterpenoids	0.24584923684597015	Dicarboxylic acids and derivatives	0.5396293997764587			Dicarboxylic acids and derivatives	0.5396293997764587	Carboxylic acids and derivatives	0.7696352005004883	Organic acids and derivatives	0.8983080387115479	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	952
954_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_953	C22H32O6	[M + Na]+	C22H32O6	Terpenoids	0.8985246419906616	Sesquiterpenoids	0.4105878174304962	Kaurane and Phyllocladane diterpenoids	0.2078557014465332	Lipids and lipid-like molecules	0.6094521880149841							Lipids and lipid-like molecules	0.6094521880149841	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	953
955_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_954	C22H32O6	[M + Na]+	C22H32O6	Terpenoids	0.9331884980201721	Diterpenoids	0.882796049118042	Kaurane and Phyllocladane diterpenoids	0.2714112401008606	Dicarboxylic acids and derivatives	0.5663750767707825			Dicarboxylic acids and derivatives	0.5663750767707825	Carboxylic acids and derivatives	0.9719719886779785	Organic acids and derivatives	0.9830301403999329	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	954
956_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_955	C22H32O6	[M + Na]+	C22H32O6	Terpenoids	0.8908411264419556	Sesquiterpenoids	0.6483145356178284	Daucane sesquiterpenoids	0.19436503946781158	Prenol lipids	0.518173098564148					Prenol lipids	0.518173098564148	Lipids and lipid-like molecules	0.706352949142456	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	955
958_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_957	C27H42O3	[M + H]+	C27H42O3	Terpenoids	0.996359646320343	Steroids	0.9042179584503174	Cholestane steroids	0.3355672359466553	Hydroxysteroids	0.5301341414451599			Hydroxysteroids	0.5301341414451599	Steroids and steroid derivatives	0.9256999492645264	Lipids and lipid-like molecules	0.9939756989479065	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities	957
959_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_958	C23H46N2O4	[M + H]+	C23H46N2O4	Alkaloids	0.733656644821167	Pseudoalkaloids	0.06713805347681046	Piperidine alkaloids	0.032895710319280624	Tetraalkylammonium salts	0.6651012301445007	Tetraalkylammonium salts	0.6651012301445007	Quaternary ammonium salts	0.47757452726364136	Organonitrogen compounds	0.9999982118606567	Organic nitrogen compounds	1.0	Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	958
960_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_959	C27H29NO3	[M + H]+	C27H29NO3	Shikimates and Phenylpropanoids	0.564291775226593	Tryptophan alkaloids	0.5777111649513245	Chalcones	0.2000035047531128	Styrenes	0.5372442007064819			Styrenes	0.5372442007064819	Benzene and substituted derivatives	0.8874014019966125	Benzenoids	0.9974324107170105	Organic compounds; Lipids and lipid-like molecules; Styrenes; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	959
962_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_961	C27H29NO3	[M + H]+	C27H29NO3	Shikimates and Phenylpropanoids	0.9326997399330139	Flavonoids	0.391310453414917	Chalcones	0.31399059295654297	Amino acids	0.5870860815048218	Amino acids and derivatives	0.7659876346588135	Amino acids, peptides, and analogues	0.7770165801048279	Carboxylic acids and derivatives	0.9589104652404785	Organic acids and derivatives	0.9867221117019653	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Diphenylmethanes; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Dialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	961
963_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_962	C25H29N5O	[M + H]+	C25H29N5O	Alkaloids	0.9997716546058655	Anthranilic acid alkaloids	0.4534880816936493	Pyridine alkaloids	0.335232138633728	Quinolines and derivatives	0.5279738903045654					Quinolines and derivatives	0.5279738903045654	Organoheterocyclic compounds	0.9999943971633911	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pyridines and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Quinolines and derivatives; Aminopyrimidines and derivatives; Diazines; Benzene and substituted derivatives; N-substituted imidazoles; Phenol ethers; Benzenoids; Amines; Primary amines; Tertiary amines; Imidolactams; Aralkylamines; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	962
964_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_963	C23H38O5	[M + Na]+	C23H38O5	Terpenoids	0.9461736083030701	Diterpenoids	0.5151622891426086	Open-chain polyketides	0.46935755014419556	Diterpenoids	0.8284983038902283			Diterpenoids	0.8284983038902283	Prenol lipids	0.7660461664199829	Lipids and lipid-like molecules	0.9947892427444458	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Diterpenoids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	963
965_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_964	C21H32N6O3	[M + H]+	C21H32N6O3	Alkaloids	0.3177555501461029	Steroids	0.127960205078125	Colensane and Clerodane diterpenoids	0.04566019028425217	Tetrazoles	0.7299394011497498			Tetrazoles	0.7299394011497498	Azoles	0.9926186203956604	Organoheterocyclic compounds	0.9995673298835754	Organic compounds; Organoheterocyclic compounds; Tetrazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxamic acids; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	964
966_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_965	C21H32N6O3	[M + H]+	C21H32N6O3	Alkaloids	0.9964961409568787	Pseudoalkaloids	0.4225081205368042	Phenylalanine-derived alkaloids	0.07002053409814835	Dimethoxybenzenes	0.5735492706298828	Dimethoxybenzenes	0.5735492706298828	Methoxybenzenes	0.9904751181602478	Benzene and substituted derivatives	0.9956772923469543	Benzenoids	0.9999638795852661	Organic compounds; Organoheterocyclic compounds; Triazines; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Aminotriazines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Benzylamines; N-aliphatic s-triazines; 1,3,5-triazines; Dimethoxybenzenes; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; 2-benzylamino-s-triazines; Phenoxy compounds; Chemical entities	965
967_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_966	C24H33NO4	[M + H3N + H]+	C24H36N2O4	Alkaloids	0.5146854519844055	Pseudoalkaloids	0.4925278425216675	Cytochalasan alkaloids	0.2338370531797409	Lipids and lipid-like molecules	0.7216152548789978							Lipids and lipid-like molecules	0.7216152548789978	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	966
968_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_967	C30H40O	[M + H]+	C30H40O	Terpenoids	0.6375839710235596	Fatty Acids and Conjugates	0.29393401741981506	Unsaturated fatty acids	0.21332374215126038	Prenol lipids	0.5409837961196899					Prenol lipids	0.5409837961196899	Lipids and lipid-like molecules	0.9866207838058472	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	967
969_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_968	C20H18F3N5O2	[M + H]+	C20H18F3N5O2	Alkaloids	0.9607879519462585	Tryptophan alkaloids	0.3421328067779541	Pyridine alkaloids	0.3708592355251312	Benzene and substituted derivatives	0.7021961808204651					Benzene and substituted derivatives	0.7021961808204651	Benzenoids	0.9148772358894348	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Triazoles; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Diazines; Organofluorides; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	968
970_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_969	C25H27N3O3	[M + H]+	C25H27N3O3	Alkaloids	0.9239135980606079	Anthranilic acid alkaloids	0.2929709851741791	Phenazine alkaloids	0.18154752254486084	Benzimidazoles	0.7576720118522644					Benzimidazoles	0.7576720118522644	Organoheterocyclic compounds	0.9972048401832581	Organic compounds; Organoheterocyclic compounds; Imidazoles; Ketones; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzimidazoles; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Phenol ethers; Benzenoids; Aryl ketones; Aryl alkyl ketones; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	969
971_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_970	C22H33N3O6	[M - H2O + H]+	C22H31N3O5	Polyketides	0.5258545875549316	Oligopeptides	0.2617133855819702	Simple amide alkaloids	0.24545076489448547	Nitroaromatic compounds	0.569309651851654	C-nitro compounds	0.5563942193984985	Organic nitro compounds	0.598017156124115	Allyl-type 1,3-dipolar organic compounds	0.5807425379753113	Organic 1,3-dipolar compounds	0.6692017316818237	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organic nitro compounds; Organic oxoazanium compounds; Secondary carboxylic acid amides; Carbonyl compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	970
973_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_972	C27H35N3O	[M + H]+	C27H35N3O	Terpenoids	0.2022963911294937	Diterpenoids	0.1005145013332367	Cholestane steroids	0.0410144217312336	Benzene and substituted derivatives	0.5654051899909973					Benzene and substituted derivatives	0.5654051899909973	Benzenoids	0.3043895959854126	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Triazoles; Prenol lipids; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	972
